UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
P,8,2020,60,4374148,2116791,2257357,1711788,1784208,249233,292702,22656,24056,102231,122379,4143,4206,26740,29806,1734195,1808562,256233,301914,36576,39826,111609,132248,7326,7722,1854041,1985249,1475697,1540630,238623,280541,14720,16670,99897,119809,3328,3404,21776,24195,1493762,1560141,243626,287345,25962,29531,108166,128346,6016,6380,262750,272108,236091,243578,10610,12161,7936,7386,2334,2570,815,802,4964,5611,240433,248421,12607,14569,10614,10295,3443,3902,1310,1342
P,8,2020,61,4224984,2035135,2189849,1655317,1740930,235242,279887,20921,22564,94752,114576,3827,3867,25076,28025,1676233,1764016,241703,288247,34218,37834,103536,123641,6728,7038,1797978,1939736,1442162,1517004,225625,268618,13870,15722,92630,112232,3104,3166,20587,22994,1459213,1535749,230283,274820,24725,28343,100363,120158,5566,5877,237157,250113,213155,223926,9617,11269,7051,6842,2122,2344,723,701,4489,5031,217020,228267,11420,13427,9493,9491,3173,3483,1162,1161
P,8,2020,62,4158805,1995046,2163759,1628648,1728015,224722,268984,19723,21773,94269,114279,3591,3763,24093,26945,1648690,1750062,230962,277083,32661,36580,102571,122967,6363,6767,1775218,1926891,1431304,1515801,215541,258262,13305,15435,92302,112162,2920,3069,19846,22162,1447665,1533757,220044,264302,23975,27687,99659,119733,5271,5643,219828,236868,197344,212214,9181,10722,6418,6338,1967,2117,671,694,4247,4783,201025,216305,10918,12781,8686,8893,2912,3234,1092,1124
P,8,2020,63,4111413,1963288,2148125,1607548,1719307,218411,266739,19525,21179,91032,111141,3473,3578,23299,26181,1626902,1740822,224505,274523,32264,36043,98867,119128,6139,6546,1752354,1918062,1418188,1513032,209726,256358,13094,15055,89175,109146,2860,2914,19311,21557,1434080,1530540,214186,262142,23646,27472,96170,116080,5157,5439,210934,230063,189360,206275,8685,10381,6431,6124,1857,1995,613,664,3988,4624,192822,210282,10319,12381,8618,8571,2697,3048,982,1107
P,8,2020,64,3955960,1880076,2075884,1541153,1660918,206424,255698,18266,20387,89021,110223,3184,3437,22028,25221,1559535,1681593,212086,263182,30315,34708,96347,118027,5732,6237,1681459,1856230,1362940,1464036,198200,245799,12275,14654,87242,108146,2607,2871,18195,20724,1377986,1480837,202262,251311,22231,26621,93740,114921,4795,5247,198617,219654,178213,196882,8224,9899,5991,5733,1779,2077,577,566,3833,4497,181549,200756,9824,11871,8084,8087,2607,3106,937,990
P,8,2020,65,3895801,1845955,2049846,1518862,1646393,197820,246753,17547,19354,87535,110060,3047,3373,21144,23913,1536362,1665906,203250,253870,29299,32807,94529,117525,5517,6098,1655229,1836765,1347088,1454545,189992,237541,12058,14004,85868,108167,2534,2783,17689,19725,1361598,1470402,193977,242823,21938,25263,92119,114715,4672,5133,190726,213081,171774,191848,7828,9212,5489,5350,1667,1893,513,590,3455,4188,174764,195504,9273,11047,7361,7544,2410,2810,845,965
P,8,2020,66,3734936,1758160,1976776,1455802,1596334,182122,233170,16044,18113,82021,103724,2773,3142,19398,22293,1472011,1614499,187028,239740,27079,30991,88273,110399,4895,5705,1585612,1779882,1300170,1418718,174929,224806,11242,13285,80611,101964,2319,2588,16341,18521,1313715,1433612,178535,229709,20638,24161,86185,107845,4182,4818,172548,196894,155632,177616,7193,8364,4802,4828,1410,1760,454,554,3057,3772,158296,180887,8493,10031,6441,6830,2088,2554,713,887
P,8,2020,67,3566918,1672063,1894855,1392135,1538895,166708,216941,14878,16771,77662,98360,2640,2892,18040,20996,1407172,1556096,171126,222990,25177,28969,83483,104728,4667,5286,1513762,1711570,1249336,1373291,160197,209103,10480,12385,76301,96802,2230,2417,15218,17572,1261931,1387503,163426,213680,19257,22755,81508,102401,4000,4508,158301,183285,142799,165604,6511,7838,4398,4386,1361,1558,410,475,2822,3424,145241,168593,7700,9310,5920,6214,1975,2327,667,778
P,8,2020,68,3425144,1601889,1823255,1340766,1485635,154815,205457,13570,15687,73652,94549,2496,2775,16590,19152,1354551,1501352,158935,210909,23166,27064,78896,100139,4444,4968,1455820,1652978,1208654,1331715,148911,198137,9692,11630,72388,93064,2123,2343,14052,16089,1220230,1344758,151976,202275,17887,21376,77094,97980,3815,4231,146069,170277,132112,153920,5904,7320,3878,4057,1264,1485,373,432,2538,3063,134321,156594,6959,8634,5279,5688,1802,2159,629,737
P,8,2020,69,3290304,1531458,1758846,1282778,1431984,149106,200888,12987,14946,68680,90320,2265,2531,15642,18177,1295778,1446842,152958,206214,22251,25854,73472,95474,4064,4595,1392017,1595926,1156398,1284750,143496,193924,9383,11017,67521,88846,1944,2140,13275,15249,1167339,1297044,146373,197991,17335,20373,71805,93346,3536,3925,139441,162920,126380,147234,5610,6964,3604,3929,1159,1474,321,391,2367,2928,128439,149798,6585,8223,4916,5481,1667,2128,528,670
P,8,2020,70,3191709,1484158,1707551,1237923,1386053,144361,193799,12613,14283,71800,93435,2314,2483,15147,17498,1250496,1400256,148131,198941,21608,24609,76423,98620,4071,4532,1351320,1549145,1117602,1242678,138935,186925,9210,10685,70716,92042,1945,2121,12912,14694,1128246,1254470,141785,190822,16935,19549,74850,96561,3516,3898,132838,158406,120321,143375,5426,6874,3403,3598,1084,1393,369,362,2235,2804,122250,145786,6346,8119,4673,5060,1573,2059,555,634
P,8,2020,71,3082430,1430065,1652365,1203959,1354807,131734,179517,11783,13312,66426,85912,2218,2415,13945,16402,1215567,1368268,135064,184231,20151,23235,70646,90484,3850,4256,1308422,1506746,1093577,1222633,126934,173384,8662,10023,65404,84720,1890,2059,11955,13927,1103466,1233960,129446,177002,15948,18672,69163,88737,3317,3670,121643,145619,110382,132174,4800,6133,3121,3289,1022,1192,328,356,1990,2475,112101,134308,5618,7229,4203,4563,1483,1747,533,586
P,8,2020,72,3015057,1396609,1618448,1184952,1338787,122827,169106,10932,12577,62728,80056,1981,2227,13189,15695,1195945,1351757,126043,173470,18896,22090,66607,84443,3494,4001,1282053,1479668,1080873,1212735,118289,163388,8136,9519,61801,78881,1689,1900,11265,13245,1090176,1223553,120746,166711,15035,17751,65254,82723,3040,3449,114556,138780,104079,126052,4538,5718,2796,3058,927,1175,292,327,1924,2450,105769,128204,5297,6759,3861,4339,1353,1720,454,552
P,8,2020,73,3125464,1445720,1679744,1247060,1416626,114684,158787,10930,12137,57951,74601,1865,1946,13230,15647,1258190,1429682,117798,163127,19193,21875,61604,78765,3366,3620,1338080,1546946,1149042,1295657,110655,153414,8214,9331,57124,73482,1602,1659,11443,13403,1158627,1306739,113061,156798,15513,17864,60338,77163,2923,3151,107640,132798,98018,120969,4029,5373,2716,2806,827,1119,263,287,1787,2244,99563,122943,4737,6329,3680,4011,1266,1602,443,469
P,8,2020,74,2326580,1066234,1260346,906857,1045800,89448,127370,8311,9677,49809,63494,1667,1732,10142,12273,915381,1055951,91858,130735,14356,16900,52823,67076,2894,3185,974728,1143983,823519,939961,85867,122422,6089,7277,49125,62540,1446,1493,8682,10290,830788,948382,87663,124941,11367,13461,51810,65676,2521,2784,91506,116363,83338,105839,3581,4948,2222,2400,684,954,221,239,1460,1983,84593,107569,4195,5794,2989,3439,1013,1400,373,401
P,8,2020,75,2216227,1008171,1208056,857349,1002424,85401,123403,7708,9191,46800,59896,1439,1644,9474,11498,865296,1011947,87637,126544,13356,15991,49588,63211,2651,3016,922600,1098801,779273,902673,82195,118994,5708,6964,46107,59022,1234,1411,8083,9737,785992,910668,83864,121362,10612,12854,48585,61936,2303,2620,85571,109255,78076,99751,3206,4409,2000,2227,693,874,205,233,1391,1761,79304,101279,3773,5182,2744,3137,1003,1275,348,396
P,8,2020,76,2130483,961634,1168849,823527,978619,77870,114275,7089,8470,43198,55058,1304,1467,8646,10960,830799,987701,79841,117339,12288,15066,45726,58090,2389,2782,885596,1067929,754054,886332,74915,110370,5320,6425,42661,54227,1143,1266,7503,9309,760322,893984,76439,112719,9928,12166,44920,56892,2113,2436,76038,100920,69473,92287,2955,3905,1769,2045,537,831,161,201,1143,1651,70477,93717,3402,4620,2360,2900,806,1198,276,346
P,8,2020,77,2151398,964993,1186405,836073,1005693,73437,111183,6534,8030,39641,49680,1159,1312,8149,10507,842977,1014473,75282,114026,11580,14458,41864,52490,2154,2521,894503,1090214,771558,917910,70733,107243,5024,6088,39090,48955,1023,1124,7075,8894,777554,925295,72130,109352,9524,11708,41048,51397,1899,2204,70490,96191,64515,87783,2704,3940,1510,1942,551,725,136,188,1074,1613,65423,89178,3152,4674,2056,2750,816,1093,255,317
P,8,2020,78,1855569,824135,1031434,708631,867377,64374,98672,5794,7076,37108,48049,993,1210,7235,9050,714680,874920,66050,101095,10245,12591,39169,50529,1842,2215,761373,945220,651154,788312,61960,95383,4464,5374,36650,47386,862,1012,6283,7753,656382,794722,63257,97237,8408,10216,38489,49577,1612,1914,62762,86214,57477,79065,2414,3289,1330,1702,458,663,131,198,952,1297,58298,80198,2793,3858,1837,2375,680,952,230,301
P,8,2020,79,1660181,727911,932270,624460,781839,57225,91159,5218,6401,33704,43530,926,1041,6378,8300,629841,788745,58653,93376,9098,11437,35563,45865,1697,2006,670620,852493,571963,708577,55043,88089,4012,4955,33285,42920,818,880,5499,7072,576581,714426,56111,89786,7439,9350,34933,44957,1500,1731,57291,79777,52497,73262,2182,3070,1206,1446,419,610,108,161,879,1228,53260,74319,2542,3590,1659,2087,630,908,197,275
P,8,2020,80,1533085,665858,867227,568301,724456,53448,86380,4812,6031,32475,41617,879,1062,5943,7681,573279,730853,54807,88475,8325,10619,34308,43761,1595,1956,611631,790773,518606,654353,51410,83355,3657,4626,32042,41043,760,871,5156,6525,522915,659738,52444,84944,6752,8612,33684,42932,1404,1657,54227,76454,49695,70103,2038,3025,1155,1405,433,574,119,191,787,1156,50364,71115,2363,3531,1573,2007,624,829,191,299
P,8,2020,81,1403578,606188,797390,520334,670777,46966,76575,4082,5313,28950,36848,709,966,5147,6911,524696,676529,48146,78404,7137,9431,30481,38817,1327,1810,557204,727566,475395,606613,45059,73829,3093,4087,28599,36325,609,827,4449,5885,479136,611502,45956,75195,5783,7684,29969,38049,1173,1556,48984,69824,44939,64164,1907,2746,989,1226,351,523,100,139,698,1026,45560,65027,2190,3209,1354,1747,512,768,154,254
P,8,2020,82,1307634,556155,751479,478370,633216,42175,71652,3724,5048,26450,34463,678,879,4758,6221,482382,638399,43260,73342,6560,8675,27881,36261,1222,1613,511581,686275,437354,573384,40539,69042,2879,3882,26121,33997,576,716,4112,5254,440802,577731,41357,70318,5383,7032,27399,35562,1051,1354,44574,65204,41016,59832,1636,2610,845,1166,329,466,102,163,646,967,41580,60668,1903,3024,1177,1643,482,699,171,259
P,8,2020,83,1169649,489709,679940,420761,572330,37288,65043,3226,4411,23661,31640,599,790,4174,5726,424335,577116,38247,66583,5671,7729,24952,33297,1064,1489,449609,620382,383860,517580,35771,62721,2466,3355,23378,31171,515,660,3619,4895,386946,521638,36487,63900,4640,6261,24534,32638,928,1279,40100,59558,36901,54750,1517,2322,760,1056,283,469,84,130,555,831,37389,55478,1760,2683,1031,1468,418,659,136,210
P,8,2020,84,1072212,441560,630652,379518,530751,33843,61066,2867,4052,21117,28963,516,681,3699,5139,382628,535022,34682,62484,4990,7078,22289,30425,976,1249,405092,575689,345880,480115,32462,58970,2209,3090,20868,28569,449,579,3224,4366,348586,483717,33091,60050,4094,5716,21922,29854,858,1085,36468,54963,33638,50636,1381,2096,658,962,249,394,67,102,475,773,34042,51305,1591,2434,896,1362,367,571,118,164
P,8,2020,85,986844,398059,588785,343072,496809,29955,56187,2555,3737,18743,26616,467,616,3267,4820,345829,500797,30689,57449,4427,6548,19758,28029,898,1179,365011,537232,312498,449295,28775,54231,1968,2822,18509,26235,411,513,2850,4136,314895,452693,29343,55204,3638,5301,19409,27480,796,1004,33048,51553,30574,47514,1180,1956,587,915,234,381,56,103,417,684,30934,48104,1346,2245,789,1247,349,549,102,175
P,8,2020,86,850013,337179,512834,290562,432700,25206,48908,2084,3121,16113,23346,431,549,2783,4210,292942,436248,25822,50037,3649,5530,17013,24626,766,1039,309258,468535,264689,391822,24254,47247,1580,2354,15926,23014,370,476,2439,3622,266770,394864,24731,48109,2979,4471,16730,24144,674,905,27921,44299,25873,40878,952,1661,504,767,187,332,61,73,344,588,26172,41384,1091,1928,670,1059,283,482,92,134
P,8,2020,87,772070,299204,472866,258632,399681,21767,44082,1844,2833,14208,22031,360,475,2393,3764,260670,402817,22298,45067,3180,5005,15005,23140,644,951,275264,433169,236467,362950,20911,42613,1425,2184,14044,21755,316,413,2101,3254,238249,365645,21321,43384,2615,4106,14764,22744,570,841,23940,39697,22165,36731,856,1469,419,649,164,276,44,62,292,510,22421,37172,977,1683,565,899,241,396,74,110
P,8,2020,88,697924,264053,433871,229524,369055,18333,38906,1536,2507,12261,19535,317,421,2082,3447,231302,371947,18805,39837,2685,4489,12948,20514,594,841,242651,397710,209599,335586,17652,37592,1163,1911,12113,19286,277,369,1847,2966,211175,338054,18032,38332,2189,3653,12739,20151,523,732,21402,36161,19925,33469,681,1314,373,596,148,249,40,52,235,481,20127,33893,773,1505,496,836,209,363,71,109
P,8,2020,89,619612,229050,390562,200266,334347,15019,33365,1269,2146,10445,17392,270,363,1781,2949,201787,336809,15413,34181,2258,3846,11046,18244,495,712,210239,358421,182728,304558,14438,32241,944,1602,10340,17188,238,313,1551,2519,184049,306646,14744,32867,1815,3088,10876,17932,435,624,18811,32141,17538,29789,581,1124,325,544,105,204,32,50,230,430,17738,30163,669,1314,443,758,170,312,60,88
P,8,2020,90,556152,199811,356341,174130,304338,13287,30664,1170,1946,9439,16344,242,350,1543,2699,175442,306599,13635,31385,2036,3504,9936,17123,438,670,183245,327001,158686,277043,12752,29688,878,1475,9355,16162,219,301,1355,2332,159838,278987,13029,30240,1643,2857,9801,16855,395,585,16566,29340,15444,27295,535,976,292,471,84,182,23,49,188,367,15604,27612,606,1145,393,647,135,268,43,85
P,8,2020,91,461827,161337,300490,141045,257499,10329,25508,919,1492,7574,13429,189,304,1281,2258,142123,259375,10629,26143,1658,2793,7971,14059,352,581,148169,276616,128802,235320,9904,24674,694,1125,7492,13279,167,265,1110,1953,129732,236931,10135,25181,1352,2274,7842,13837,308,510,13168,23874,12243,22179,425,834,225,367,82,150,22,39,171,305,12391,22444,494,962,306,519,129,222,44,71
P,8,2020,92,394540,133272,261268,116657,224427,8362,21729,744,1330,6328,11566,131,237,1050,1979,117549,226073,8591,22266,1328,2467,6673,12133,268,498,122675,241274,106759,205910,8034,21008,566,998,6277,11438,113,202,926,1718,107544,207322,8220,21432,1089,2011,6592,11942,235,432,10597,19994,9898,18517,328,721,178,332,51,128,18,35,124,261,10005,18751,371,834,239,456,81,191,33,66
P,8,2020,93,327421,107264,220157,93614,189205,6781,18233,569,1133,5329,9763,106,190,865,1633,94347,190580,6985,18670,1057,2084,5601,10220,208,386,99056,204047,85915,174284,6550,17637,453,865,5284,9659,93,164,761,1438,86561,175489,6712,17989,885,1721,5526,10068,182,339,8208,16110,7699,14921,231,596,116,268,45,104,13,26,104,195,7786,15091,273,681,172,363,75,152,26,47
P,8,2020,94,262492,82948,179544,72187,154047,5326,14962,444,892,4234,8128,81,176,676,1339,72759,155168,5492,15339,827,1654,4443,8494,166,338,76495,166467,66178,141915,5126,14506,339,682,4194,8040,71,152,587,1172,66673,142895,5254,14809,678,1362,4377,8366,142,297,6453,13077,6009,12132,200,456,105,210,40,88,10,24,89,167,6086,12273,238,530,149,292,66,128,24,41
P,8,2020,95,210829,63940,146889,55378,125928,4078,12084,357,717,3536,6862,58,148,533,1150,55826,126889,4204,12442,653,1386,3712,7152,128,270,59144,136547,50905,116342,3937,11707,273,556,3508,6790,50,132,471,1020,51301,117192,4038,12007,536,1161,3666,7045,112,238,4796,10342,4473,9586,141,377,84,161,28,72,8,16,62,130,4525,9697,166,435,117,225,46,107,16,32
P,8,2020,96,162102,47533,114569,40932,98379,3046,9268,255,561,2847,5426,52,109,401,826,41272,99069,3151,9507,478,1043,2979,5652,99,207,43944,106913,37585,91283,2935,8991,197,437,2824,5374,47,96,356,732,37887,91894,3020,9187,398,869,2943,5576,88,183,3589,7656,3347,7096,111,277,58,124,23,52,5,13,45,94,3385,7175,131,320,80,174,36,76,11,24
P,8,2020,97,120504,34524,85980,29533,73521,2219,7067,202,399,2218,4249,35,82,317,662,29795,74065,2302,7267,370,789,2328,4417,79,165,31895,80366,27075,68296,2144,6867,159,319,2203,4218,30,73,284,593,27311,68780,2212,7035,312,674,2304,4367,68,149,2629,5614,2458,5225,75,200,43,80,15,31,5,9,33,69,2484,5285,90,232,58,115,24,50,11,16
P,8,2020,98,87549,24056,63493,20386,54245,1556,5229,135,299,1728,3151,25,73,226,496,20576,54652,1617,5385,258,578,1805,3282,57,138,22342,59446,18786,50499,1506,5082,111,242,1713,3123,22,66,204,434,18958,50853,1556,5210,221,490,1784,3240,50,124,1714,4047,1600,3746,50,147,24,57,15,28,3,7,22,62,1618,3799,61,175,37,88,21,42,7,14
P,8,2020,99,62148,16608,45540,14079,38684,1048,3786,88,222,1211,2406,20,47,162,395,14216,39000,1095,3915,175,448,1264,2513,43,101,15481,42752,13033,36111,1013,3687,69,180,1205,2389,16,44,145,341,13156,36383,1055,3796,147,379,1253,2479,36,92,1127,2788,1046,2573,35,99,19,42,6,17,4,3,17,54,1060,2617,40,119,28,69,11,34,7,9
P,8,2020,100,107226,25823,81403,20853,66752,1885,7796,172,427,2571,5602,48,99,294,727,21086,67335,1974,8060,327,825,2665,5792,97,200,24086,76675,19262,62412,1828,7609,138,364,2557,5567,43,90,258,633,19468,62917,1903,7829,275,717,2638,5732,82,178,1737,4728,1591,4340,57,187,34,63,14,35,5,9,36,94,1618,4418,71,231,52,108,27,60,15,22
P,9,2020,999,329942719,162570342,167372377,124250407,126318328,21394531,23230265,2166750,2137764,9595750,10457931,431667,417144,4731237,4810945,128471008,130588099,23546629,25461881,3538475,3571525,11357113,12213729,845628,833904,131552168,136908123,97151803,99743859,19860255,21648070,1198443,1238318,9271779,10134049,312270,305306,3757618,3838521,100503709,103148606,21555697,23415371,2167487,2272247,10763073,11619878,635645,632383,31018174,30464254,27098604,26574469,1534276,1582195,968307,899446,323971,323882,119397,111838,973619,972424,27967299,27439493,1990932,2046510,1370988,1299278,594040,593851,209983,201521
P,9,2020,0,3733195,1907241,1825954,1326368,1268595,300723,289846,35814,34334,110777,105347,7064,6713,126495,121119,1442850,1380111,371248,357435,59097,56657,157214,149741,15622,14888,1411706,1350295,922845,881140,265872,256344,14352,13797,103010,97926,4336,4120,101291,96968,1016652,970925,323233,311306,29253,28092,141589,134802,10586,10090,495535,475659,403523,387455,34851,33502,21462,20537,7767,7421,2728,2593,25204,24151,426198,409186,48015,46129,29844,28565,15625,14939,5036,4798
P,9,2020,1,3763828,1921756,1842072,1336748,1278137,302511,295214,35896,34502,114847,108118,7251,6802,124503,119299,1451217,1387822,371361,361410,59089,56815,160929,152005,15784,14885,1423032,1359703,930338,884526,267415,261105,14462,14030,106934,100632,4437,4174,99446,95236,1022271,972569,323177,314744,29305,28304,145223,137043,10688,10083,498724,482369,406410,393611,35096,34109,21434,20472,7913,7486,2814,2628,25057,24063,428946,415253,48184,46666,29784,28511,15706,14962,5096,4802
P,9,2020,2,3832486,1957585,1874901,1361111,1300292,306673,299491,36631,34921,119620,112470,7289,6903,126261,120824,1477183,1411353,376300,366437,60184,57533,166475,156995,15965,15100,1452119,1387393,947988,901448,272000,265859,14589,14087,111865,105038,4545,4287,101132,96674,1041454,990775,328563,320197,29694,28603,150935,142121,10924,10308,505466,487508,413123,398844,34673,33632,22042,20834,7755,7432,2744,2616,25129,24150,435729,420578,47737,46240,30490,28930,15540,14874,5041,4792
P,9,2020,3,3904616,1996650,1907966,1390948,1325789,308608,300777,35987,34640,126330,118428,7402,7037,127375,121295,1507961,1437265,377993,367581,59930,57551,174241,163293,16316,15363,1483459,1413270,967448,917981,274828,267890,15553,14809,118700,111104,4757,4428,102173,97058,1061765,1007636,331157,322104,31041,29578,158786,148468,11377,10548,513191,494696,423500,407808,33780,32887,20434,19831,7630,7324,2645,2609,25202,24237,446196,429629,46836,45477,28889,27973,15455,14825,4939,4815
P,9,2020,4,4010968,2049090,1961878,1442484,1375591,309145,302876,35581,34346,126014,118890,7338,7030,128528,123145,1560623,1488827,378737,370074,60142,57896,174337,164678,16340,15552,1522561,1455587,1004948,954840,275628,270391,16065,15585,118296,111625,4660,4446,102964,98700,1100060,1046062,332110,324979,31984,30878,158637,149837,11317,10737,526529,506291,437536,420751,33517,32485,19516,18761,7718,7265,2678,2584,25564,24445,460563,442765,46627,45095,28158,27018,15700,14841,5023,4815
P,9,2020,5,4048323,2069513,1978810,1457618,1389116,314154,306168,35056,34053,127084,119482,7271,7040,128330,122951,1575591,1502146,383598,373219,59744,57651,175176,165172,16263,15544,1541816,1469649,1017556,965033,280487,273518,16491,15703,119632,112326,4637,4455,103013,98614,1112718,1056138,336872,328003,32613,31036,159901,150523,11327,10771,527697,509161,440062,424083,33667,32650,18565,18350,7452,7156,2634,2585,25317,24337,462873,446008,46726,45216,27131,26615,15275,14649,4936,4773
P,9,2020,6,4049567,2071770,1977797,1461901,1389358,314705,306634,35374,34194,125563,118849,7033,6758,127194,122004,1578845,1501509,383178,373224,60024,57772,173376,163960,16067,15268,1547138,1473953,1024467,969608,280796,273905,16784,16145,118436,112079,4559,4378,102096,97838,1118815,1059992,336353,328016,32916,31517,158485,149761,11259,10694,524632,503844,437434,419750,33909,32729,18590,18049,7127,6770,2474,2380,25098,24166,460030,441517,46825,45208,27108,26255,14891,14199,4808,4574
P,9,2020,7,4022806,2055630,1967176,1449785,1383286,312998,305164,35266,33870,125262,118279,6950,6646,125369,119931,1564932,1493366,380083,370234,59682,57342,172717,162917,16027,15161,1536106,1466043,1015667,964647,279926,273239,16950,16240,118407,111557,4557,4285,100599,96075,1108523,1053262,334325,326035,32934,31580,158164,148831,11261,10521,519524,501133,434118,418639,33072,31925,18316,17630,6855,6722,2393,2361,24770,23856,456409,440104,45758,44199,26748,25762,14553,14086,4766,4640
P,9,2020,8,4032439,2060457,1971982,1458365,1391728,313249,304243,35832,34807,122483,116222,6789,6527,123739,118455,1571971,1500484,379513,368192,60319,58260,168999,160310,15720,15012,1536501,1465982,1019705,968099,280646,272836,17016,16430,115741,109686,4400,4209,98993,94722,1111031,1055494,334234,324599,33008,31737,154645,146482,10987,10443,523956,506000,438660,423629,32603,31407,18816,18377,6742,6536,2389,2318,24746,23733,460940,444990,45279,43593,27311,26523,14354,13828,4733,4569
P,9,2020,9,4080839,2087520,1993319,1486030,1414597,316407,307503,34948,33864,119189,112890,6691,6393,124255,118072,1600160,1522979,383018,371062,59792,57615,165565,156734,15671,14867,1550261,1475986,1032312,978322,284665,276553,17332,16449,112582,106560,4313,4114,99057,93988,1123731,1065016,338430,327803,33516,31879,151210,143029,10908,10297,537259,517333,453718,436275,31742,30950,17616,17415,6607,6330,2378,2279,25198,24084,476429,457963,44588,43259,26276,25736,14355,13705,4763,4570
P,9,2020,10,4083457,2084452,1999005,1492661,1426444,314096,305080,33678,32652,115477,110822,6307,6154,122233,117853,1605118,1534724,379556,368746,58535,56820,160564,153854,15071,14516,1542121,1475635,1030316,980196,284156,275942,17210,16938,109230,104907,4197,4094,97012,93558,1119987,1066539,336790,327079,33281,32646,146687,140731,10632,10215,542331,523370,462345,446248,29940,29138,16468,15714,6247,5915,2110,2060,25221,24295,485131,468185,42766,41667,25254,24174,13877,13123,4439,4301
P,9,2020,11,4059516,2070563,1988953,1488611,1423218,313198,305801,33081,32086,111535,107707,6287,6190,117851,113951,1596851,1527892,376414,367755,57197,55074,154823,148937,14606,14286,1534163,1471367,1029677,980671,283875,277051,17431,16950,105458,101926,4274,4163,93448,90606,1115893,1064285,334835,327086,32949,31812,141424,136321,10391,10100,536400,517586,458934,442547,29323,28750,15650,15136,6077,5781,2013,2027,24403,23345,480958,463607,41579,40669,24248,23262,13399,12616,4215,4186
P,9,2020,12,4185968,2136791,2049177,1539249,1469002,324211,316201,34107,32742,114957,110693,6380,6209,117887,114330,1647368,1573897,387632,378621,58036,56050,157965,151750,14976,14201,1583343,1518424,1064143,1013858,294181,287232,17855,17442,108914,104877,4325,4153,93925,90862,1150628,1097554,345599,337808,33402,32434,144810,139041,10671,10033,553448,530753,475106,455144,30030,28969,16252,15300,6043,5816,2055,2056,23962,23468,496740,476343,42033,40813,24634,23616,13155,12709,4305,4168
P,9,2020,13,4221500,2155574,2065926,1559523,1489277,325618,316430,34772,33443,114240,109233,6378,6330,115043,111213,1665063,1591123,387149,376613,58750,56573,156104,149166,14795,14398,1598290,1530147,1080294,1028636,295890,287648,18052,17804,108216,103534,4339,4224,91499,88301,1164604,1109811,345699,336385,33631,32682,143004,136768,10539,10143,557284,535779,479229,460641,29728,28782,16720,15639,6024,5699,2039,2106,23544,22912,500459,481312,41450,40228,25119,23891,13100,12398,4256,4255
P,9,2020,14,4189569,2140536,2049033,1557318,1483697,319047,310709,34394,32916,112949,109219,6301,6090,110527,106402,1658617,1581182,377387,367492,57768,55346,153682,147851,14366,13743,1593838,1523601,1085742,1030506,290591,282939,18024,17570,107016,103775,4288,4096,88177,84715,1166868,1108402,337967,329132,33212,32097,141156,136016,10255,9727,546698,525432,471576,453191,28456,27770,16370,15346,5933,5444,2013,1994,22350,21687,491749,472780,39420,38360,24556,23249,12526,11835,4111,4016
P,9,2020,15,4178298,2132919,2045379,1559381,1485095,313870,305570,33935,33070,113935,112835,6333,6208,105465,102601,1655918,1578844,368864,359555,56784,55185,152966,150395,13954,13622,1595616,1529762,1094674,1039225,286080,278880,17983,17604,108364,107558,4338,4314,84177,82181,1172042,1114555,330815,322992,32863,32024,141093,139167,9969,9848,537303,515617,464707,445870,27790,26690,15952,15466,5571,5277,1995,1894,21288,20420,483876,464289,38049,36563,23921,23161,11873,11228,3985,3774
P,9,2020,16,4178546,2131270,2047276,1564451,1492318,310831,302750,33164,32151,114908,114992,6192,5909,101724,99156,1657440,1582930,363121,354149,55562,54051,152939,151581,13745,13192,1606520,1541597,1109211,1054044,284175,277043,17891,17237,109375,109708,4316,4106,81552,79459,1184057,1126871,326740,319032,32725,31776,141436,140511,9989,9508,524750,505679,455240,438274,26656,25707,15273,14914,5533,5284,1876,1803,20172,19697,473383,456059,36381,35117,22837,22275,11503,11070,3756,3684
